Athlete,Week,Day of the Week,Category,Exercise,Reps,Sets,Set,Set_Reps,Set_Weight,Variant,Notes,Unnamed: 0,Athlete comments
Daniele Conca,2025_01,1,Clean and Jerk,Girate in piedi + spinta,1.0,4.0,8,,,,Solo se la schiena regge. Ricordati di ottimizzare il timing quando mollare il bilanciere,,
Daniele Conca,2025_01,1,,Routine schiena,,3.0,8,,,,,,
Daniele Conca,2025_01,2,,Routine schiena,,,8,,,,,,
Daniele Conca,2025_01,2,Jerk,Spinte dai cavalletti,2.0,4.0,8,,,,100-110kg in base a come va laschiena. Ottimizza il timing di quando buttare giù il bilanciere,,
Daniele Conca,2025_01,2,Snatch,Strappo no piedi,2.0,4.0,8,,,,,,
Daniele Conca,2025_01,2,,Routine schiena,,,8,,,,,,
Daniele Conca,2025_01,3,,Routine schiena,,,8,,,,,,
Daniele Conca,2025_01,3,Clean and Jerk,Clean Jerk,1.0,4.0,8,,,,,,
Daniele Conca,2025_01,3,Accessory,Stacchi rumeni + ponte glutei,5.0,3.0,8,,,,,,
Daniele Conca,2025_01,3,,Routine schiena,,,8,,,,,,
Daniele Conca,2025_01,4,,https://www.youtube.com/results?search_query=thoracic+spine+mobility,,,8,,,Prova questi esercizi e scegli i 2 che senti più difficili da fare quotidianamente,,,
Daniele Conca,2025_01,4,,https://www.youtube.com/watch?v=jj2AAH6jbHk,,,8,,,Prova questa routine completa un paio di volte alla settimana,,,
Daniele Conca,2025_01,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,8,,,,,,
Daniele Conca,2025_02,,,Routine schiena,,3.0,1,,,,1 + 2,1,
Daniele Conca,2025_02,,Snatch,Tirata strappo + strappo ,2.0,5.0,1,2.0,75.0,,1 + 1 - 85 kg,1,
Daniele Conca,2025_02,,Clean and Jerk,Girate in piedi + spinta,3.0,4.0,1,3.0,100.0,,2 + 1 Solo se la schiena regge. Ricordati di ottimizzare il timing quando mollare il bilanciere. In alternativa cleanjerk se è andato bene settimana scorsa,1,
Daniele Conca,2025_02,,,Routine schiena,,3.0,1,,,,,1,
Daniele Conca,2025_02,,,Routine schiena,,,1,,,,,2,
Daniele Conca,2025_02,,Jerk,Spinte dai cavalletti,1.0,4.0,1,,,,100-110kg in base a come va laschiena. Ottimizza il timing di quando buttare giù il bilanciere,2,
Daniele Conca,2025_02,,Clean pull,Tirata slancio + girata sosp b,2.0,4.0,1,,,,"110-115kg se la schiena regge. Puoi scegliere qualsiasi alternativa con cui ti senti meglio con la schiena (girate in piedi con o senza tirate, cleanjerk). Ottimizza il timing in modo da non stare con il bilanciere appoggiato sulla schiena",2,
Daniele Conca,2025_02,,,Routine schiena,,,1,,,,,2,
Daniele Conca,2025_02,,,Routine schiena,,,1,,,,,3,
Daniele Conca,2025_02,,Jerk,Spinte dai blocchi,2.0,5.0,1,,,,,3,
Daniele Conca,2025_02,,Snatch,Strappo no piedi,2.0,5.0,1,,,,,3,
Daniele Conca,2025_02,,,Routine schiena,,,1,,,,Dammi un feedback sulla schiena alla fine di questa settimana,3,
Daniele Conca,2025_02,,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,1,,,,,Notation:,
Daniele Conca,2025_02,,,Routine schiena,,3.0,2,,,,1 + 2,1,
Daniele Conca,2025_02,,Snatch,Tirata strappo + strappo ,2.0,5.0,2,2.0,80.0,,1 + 1 - 85 kg,1,
Daniele Conca,2025_02,,Clean and Jerk,Girate in piedi + spinta,3.0,4.0,2,3.0,100.0,,2 + 1 Solo se la schiena regge. Ricordati di ottimizzare il timing quando mollare il bilanciere. In alternativa cleanjerk se è andato bene settimana scorsa,1,
Daniele Conca,2025_02,,,Routine schiena,,3.0,2,,,,,1,
Daniele Conca,2025_02,,,Routine schiena,,,2,,,,,2,
Daniele Conca,2025_02,,Jerk,Spinte dai cavalletti,1.0,4.0,2,,,,100-110kg in base a come va laschiena. Ottimizza il timing di quando buttare giù il bilanciere,2,
Daniele Conca,2025_02,,Clean pull,Tirata slancio + girata sosp b,2.0,4.0,2,,,,"110-115kg se la schiena regge. Puoi scegliere qualsiasi alternativa con cui ti senti meglio con la schiena (girate in piedi con o senza tirate, cleanjerk). Ottimizza il timing in modo da non stare con il bilanciere appoggiato sulla schiena",2,
Daniele Conca,2025_02,,,Routine schiena,,,2,,,,,2,
Daniele Conca,2025_02,,,Routine schiena,,,2,,,,,3,
Daniele Conca,2025_02,,Jerk,Spinte dai blocchi,2.0,5.0,2,,,,,3,
Daniele Conca,2025_02,,Snatch,Strappo no piedi,2.0,5.0,2,,,,,3,
Daniele Conca,2025_02,,,Routine schiena,,,2,,,,Dammi un feedback sulla schiena alla fine di questa settimana,3,
Daniele Conca,2025_02,,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,2,,,,,Notation:,
Daniele Conca,2025_02,,,Routine schiena,,3.0,3,,,,1 + 2,1,
Daniele Conca,2025_02,,Snatch,Tirata strappo + strappo ,2.0,5.0,3,2.0,85.0,,1 + 1 - 85 kg,1,
Daniele Conca,2025_02,,Clean and Jerk,Girate in piedi + spinta,3.0,4.0,3,3.0,105.0,,2 + 1 Solo se la schiena regge. Ricordati di ottimizzare il timing quando mollare il bilanciere. In alternativa cleanjerk se è andato bene settimana scorsa,1,
Daniele Conca,2025_02,,,Routine schiena,,3.0,3,,,,,1,
Daniele Conca,2025_02,,,Routine schiena,,,3,,,,,2,
Daniele Conca,2025_02,,Jerk,Spinte dai cavalletti,1.0,4.0,3,,,,100-110kg in base a come va laschiena. Ottimizza il timing di quando buttare giù il bilanciere,2,
Daniele Conca,2025_02,,Clean pull,Tirata slancio + girata sosp b,2.0,4.0,3,,,,"110-115kg se la schiena regge. Puoi scegliere qualsiasi alternativa con cui ti senti meglio con la schiena (girate in piedi con o senza tirate, cleanjerk). Ottimizza il timing in modo da non stare con il bilanciere appoggiato sulla schiena",2,
Daniele Conca,2025_02,,,Routine schiena,,,3,,,,,2,
Daniele Conca,2025_02,,,Routine schiena,,,3,,,,,3,
Daniele Conca,2025_02,,Jerk,Spinte dai blocchi,2.0,5.0,3,,,,,3,
Daniele Conca,2025_02,,Snatch,Strappo no piedi,2.0,5.0,3,,,,,3,
Daniele Conca,2025_02,,,Routine schiena,,,3,,,,Dammi un feedback sulla schiena alla fine di questa settimana,3,
Daniele Conca,2025_02,,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,3,,,,,Notation:,
Daniele Conca,2025_02,,,Routine schiena,,3.0,4,,,,1 + 2,1,
Daniele Conca,2025_02,,Snatch,Tirata strappo + strappo ,2.0,5.0,4,2.0,85.0,,1 + 1 - 85 kg,1,
Daniele Conca,2025_02,,Clean and Jerk,Girate in piedi + spinta,3.0,4.0,4,3.0,105.0,,2 + 1 Solo se la schiena regge. Ricordati di ottimizzare il timing quando mollare il bilanciere. In alternativa cleanjerk se è andato bene settimana scorsa,1,
Daniele Conca,2025_02,,,Routine schiena,,3.0,4,,,,,1,
Daniele Conca,2025_02,,,Routine schiena,,,4,,,,,2,
Daniele Conca,2025_02,,Jerk,Spinte dai cavalletti,1.0,4.0,4,,,,100-110kg in base a come va laschiena. Ottimizza il timing di quando buttare giù il bilanciere,2,
Daniele Conca,2025_02,,Clean pull,Tirata slancio + girata sosp b,2.0,4.0,4,,,,"110-115kg se la schiena regge. Puoi scegliere qualsiasi alternativa con cui ti senti meglio con la schiena (girate in piedi con o senza tirate, cleanjerk). Ottimizza il timing in modo da non stare con il bilanciere appoggiato sulla schiena",2,
Daniele Conca,2025_02,,,Routine schiena,,,4,,,,,2,
Daniele Conca,2025_02,,,Routine schiena,,,4,,,,,3,
Daniele Conca,2025_02,,Jerk,Spinte dai blocchi,2.0,5.0,4,,,,,3,
Daniele Conca,2025_02,,Snatch,Strappo no piedi,2.0,5.0,4,,,,,3,
Daniele Conca,2025_02,,,Routine schiena,,,4,,,,Dammi un feedback sulla schiena alla fine di questa settimana,3,
Daniele Conca,2025_02,,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,4,,,,,Notation:,
Daniele Conca,2025_02,,,Routine schiena,,3.0,5,,,,1 + 2,1,
Daniele Conca,2025_02,,Snatch,Tirata strappo + strappo ,2.0,5.0,5,0.0,85.0,,1 + 1 - 85 kg,1,
Daniele Conca,2025_02,,Clean and Jerk,Girate in piedi + spinta,3.0,4.0,5,,,,2 + 1 Solo se la schiena regge. Ricordati di ottimizzare il timing quando mollare il bilanciere. In alternativa cleanjerk se è andato bene settimana scorsa,1,
Daniele Conca,2025_02,,,Routine schiena,,3.0,5,,,,,1,
Daniele Conca,2025_02,,,Routine schiena,,,5,,,,,2,
Daniele Conca,2025_02,,Jerk,Spinte dai cavalletti,1.0,4.0,5,,,,100-110kg in base a come va laschiena. Ottimizza il timing di quando buttare giù il bilanciere,2,
Daniele Conca,2025_02,,Clean pull,Tirata slancio + girata sosp b,2.0,4.0,5,,,,"110-115kg se la schiena regge. Puoi scegliere qualsiasi alternativa con cui ti senti meglio con la schiena (girate in piedi con o senza tirate, cleanjerk). Ottimizza il timing in modo da non stare con il bilanciere appoggiato sulla schiena",2,
Daniele Conca,2025_02,,,Routine schiena,,,5,,,,,2,
Daniele Conca,2025_02,,,Routine schiena,,,5,,,,,3,
Daniele Conca,2025_02,,Jerk,Spinte dai blocchi,2.0,5.0,5,,,,,3,
Daniele Conca,2025_02,,Snatch,Strappo no piedi,2.0,5.0,5,,,,,3,
Daniele Conca,2025_02,,,Routine schiena,,,5,,,,Dammi un feedback sulla schiena alla fine di questa settimana,3,
Daniele Conca,2025_02,,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,5,,,,,Notation:,
Daniele Conca,2025_02,,,Routine schiena,,3.0,6,,,,1 + 2,1,
Daniele Conca,2025_02,,Snatch,Tirata strappo + strappo ,2.0,5.0,6,,,,1 + 1 - 85 kg,1,
Daniele Conca,2025_02,,Clean and Jerk,Girate in piedi + spinta,3.0,4.0,6,,,,2 + 1 Solo se la schiena regge. Ricordati di ottimizzare il timing quando mollare il bilanciere. In alternativa cleanjerk se è andato bene settimana scorsa,1,
Daniele Conca,2025_02,,,Routine schiena,,3.0,6,,,,,1,
Daniele Conca,2025_02,,,Routine schiena,,,6,,,,,2,
Daniele Conca,2025_02,,Jerk,Spinte dai cavalletti,1.0,4.0,6,,,,100-110kg in base a come va laschiena. Ottimizza il timing di quando buttare giù il bilanciere,2,
Daniele Conca,2025_02,,Clean pull,Tirata slancio + girata sosp b,2.0,4.0,6,,,,"110-115kg se la schiena regge. Puoi scegliere qualsiasi alternativa con cui ti senti meglio con la schiena (girate in piedi con o senza tirate, cleanjerk). Ottimizza il timing in modo da non stare con il bilanciere appoggiato sulla schiena",2,
Daniele Conca,2025_02,,,Routine schiena,,,6,,,,,2,
Daniele Conca,2025_02,,,Routine schiena,,,6,,,,,3,
Daniele Conca,2025_02,,Jerk,Spinte dai blocchi,2.0,5.0,6,,,,,3,
Daniele Conca,2025_02,,Snatch,Strappo no piedi,2.0,5.0,6,,,,,3,
Daniele Conca,2025_02,,,Routine schiena,,,6,,,,Dammi un feedback sulla schiena alla fine di questa settimana,3,
Daniele Conca,2025_02,,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,6,,,,,Notation:,
Daniele Conca,2025_02,,,Routine schiena,,3.0,7,,,,1 + 2,1,
Daniele Conca,2025_02,,Snatch,Tirata strappo + strappo ,2.0,5.0,7,,,,1 + 1 - 85 kg,1,
Daniele Conca,2025_02,,Clean and Jerk,Girate in piedi + spinta,3.0,4.0,7,,,,2 + 1 Solo se la schiena regge. Ricordati di ottimizzare il timing quando mollare il bilanciere. In alternativa cleanjerk se è andato bene settimana scorsa,1,
Daniele Conca,2025_02,,,Routine schiena,,3.0,7,,,,,1,
Daniele Conca,2025_02,,,Routine schiena,,,7,,,,,2,
Daniele Conca,2025_02,,Jerk,Spinte dai cavalletti,1.0,4.0,7,,,,100-110kg in base a come va laschiena. Ottimizza il timing di quando buttare giù il bilanciere,2,
Daniele Conca,2025_02,,Clean pull,Tirata slancio + girata sosp b,2.0,4.0,7,,,,"110-115kg se la schiena regge. Puoi scegliere qualsiasi alternativa con cui ti senti meglio con la schiena (girate in piedi con o senza tirate, cleanjerk). Ottimizza il timing in modo da non stare con il bilanciere appoggiato sulla schiena",2,
Daniele Conca,2025_02,,,Routine schiena,,,7,,,,,2,
Daniele Conca,2025_02,,,Routine schiena,,,7,,,,,3,
Daniele Conca,2025_02,,Jerk,Spinte dai blocchi,2.0,5.0,7,,,,,3,
Daniele Conca,2025_02,,Snatch,Strappo no piedi,2.0,5.0,7,,,,,3,
Daniele Conca,2025_02,,,Routine schiena,,,7,,,,Dammi un feedback sulla schiena alla fine di questa settimana,3,
Daniele Conca,2025_02,,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,7,,,,,Notation:,
Daniele Conca,2025_02,,,Routine schiena,,3.0,8,,,,1 + 2,1,
Daniele Conca,2025_02,,Snatch,Tirata strappo + strappo ,2.0,5.0,8,,,,1 + 1 - 85 kg,1,
Daniele Conca,2025_02,,Clean and Jerk,Girate in piedi + spinta,3.0,4.0,8,,,,2 + 1 Solo se la schiena regge. Ricordati di ottimizzare il timing quando mollare il bilanciere. In alternativa cleanjerk se è andato bene settimana scorsa,1,
Daniele Conca,2025_02,,,Routine schiena,,3.0,8,,,,,1,
Daniele Conca,2025_02,,,Routine schiena,,,8,,,,,2,
Daniele Conca,2025_02,,Jerk,Spinte dai cavalletti,1.0,4.0,8,,,,100-110kg in base a come va laschiena. Ottimizza il timing di quando buttare giù il bilanciere,2,
Daniele Conca,2025_02,,Clean pull,Tirata slancio + girata sosp b,2.0,4.0,8,,,,"110-115kg se la schiena regge. Puoi scegliere qualsiasi alternativa con cui ti senti meglio con la schiena (girate in piedi con o senza tirate, cleanjerk). Ottimizza il timing in modo da non stare con il bilanciere appoggiato sulla schiena",2,
Daniele Conca,2025_02,,,Routine schiena,,,8,,,,,2,
Daniele Conca,2025_02,,,Routine schiena,,,8,,,,,3,
Daniele Conca,2025_02,,Jerk,Spinte dai blocchi,2.0,5.0,8,,,,,3,
Daniele Conca,2025_02,,Snatch,Strappo no piedi,2.0,5.0,8,,,,,3,
Daniele Conca,2025_02,,,Routine schiena,,,8,,,,Dammi un feedback sulla schiena alla fine di questa settimana,3,
Daniele Conca,2025_02,,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,8,,,,,Notation:,
Daniele Conca,2025_03,1,,Routine schiena,,,1,,,,,,
Daniele Conca,2025_03,1,Jerk,Spinte dai blocchi,2.0,5.0,1,2.0,90.0,,105-110,,
Daniele Conca,2025_03,1,Snatch,Strappo sosp + strappo sosp bassa,2.0,5.0,1,2.0,75.0,,80-85kg,,
Daniele Conca,2025_03,1,,Routine schiena,,,1,,,,,,
Daniele Conca,2025_03,2,,Routine schiena,,,1,,,,,,
Daniele Conca,2025_03,2,Snatch,Strappo da terra,1.0,6.0,1,1.0,80.0,,Prova a salire,,
Daniele Conca,2025_03,2,Snatch pull,Tirate strappo,2.0,4.0,1,,100.0,,,,
Daniele Conca,2025_03,2,,Routine schiena,,,1,,,,,,
Daniele Conca,2025_03,3,,Routine schiena,,,1,,,,,,
Daniele Conca,2025_03,3,Clean and Jerk,Slancio,1.0,6.0,1,1.0,90.0,,"Prova a salire, Cleanjerk in alternativa",,
Daniele Conca,2025_03,3,Accessory,Stacchi rumeni,4.0,5.0,1,,70.0,,,,
Daniele Conca,2025_03,3,,Routine schiena,,,1,,,,Dammi un feedback sulla schiena alla fine di questa settimana,,
Daniele Conca,2025_03,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,1,,,,,,
Daniele Conca,2025_03,1,,Routine schiena,,,2,,,,,,
Daniele Conca,2025_03,1,Jerk,Spinte dai blocchi,2.0,5.0,2,2.0,95.0,,105-110,,
Daniele Conca,2025_03,1,Snatch,Strappo sosp + strappo sosp bassa,2.0,5.0,2,2.0,75.0,,80-85kg,,
Daniele Conca,2025_03,1,,Routine schiena,,,2,,,,,,
Daniele Conca,2025_03,2,,Routine schiena,,,2,,,,,,
Daniele Conca,2025_03,2,Snatch,Strappo da terra,1.0,6.0,2,1.0,85.0,,Prova a salire,,
Daniele Conca,2025_03,2,Snatch pull,Tirate strappo,2.0,4.0,2,,,,,,
Daniele Conca,2025_03,2,,Routine schiena,,,2,,,,,,
Daniele Conca,2025_03,3,,Routine schiena,,,2,,,,,,
Daniele Conca,2025_03,3,Clean and Jerk,Slancio,1.0,6.0,2,1.0,100.0,,"Prova a salire, Cleanjerk in alternativa",,
Daniele Conca,2025_03,3,Accessory,Stacchi rumeni,4.0,5.0,2,,,,,,
Daniele Conca,2025_03,3,,Routine schiena,,,2,,,,Dammi un feedback sulla schiena alla fine di questa settimana,,
Daniele Conca,2025_03,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,2,,,,,,
Daniele Conca,2025_03,1,,Routine schiena,,,3,,,,,,
Daniele Conca,2025_03,1,Jerk,Spinte dai blocchi,2.0,5.0,3,1.0,100.0,,105-110,,
Daniele Conca,2025_03,1,Snatch,Strappo sosp + strappo sosp bassa,2.0,5.0,3,1.0,80.0,,80-85kg,,
Daniele Conca,2025_03,1,,Routine schiena,,,3,,,,,,
Daniele Conca,2025_03,2,,Routine schiena,,,3,,,,,,
Daniele Conca,2025_03,2,Snatch,Strappo da terra,1.0,6.0,3,1.0,90.0,,Prova a salire,,
Daniele Conca,2025_03,2,Snatch pull,Tirate strappo,2.0,4.0,3,,,,,,
Daniele Conca,2025_03,2,,Routine schiena,,,3,,,,,,
Daniele Conca,2025_03,3,,Routine schiena,,,3,,,,,,
Daniele Conca,2025_03,3,Clean and Jerk,Slancio,1.0,6.0,3,1.0,105.0,,"Prova a salire, Cleanjerk in alternativa",,
Daniele Conca,2025_03,3,Accessory,Stacchi rumeni,4.0,5.0,3,,,,,,
Daniele Conca,2025_03,3,,Routine schiena,,,3,,,,Dammi un feedback sulla schiena alla fine di questa settimana,,
Daniele Conca,2025_03,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,3,,,,,,
Daniele Conca,2025_03,1,,Routine schiena,,,4,,,,,,
Daniele Conca,2025_03,1,Jerk,Spinte dai blocchi,2.0,5.0,4,1.0,100.0,,105-110,,
Daniele Conca,2025_03,1,Snatch,Strappo sosp + strappo sosp bassa,2.0,5.0,4,1.0,80.0,,80-85kg,,
Daniele Conca,2025_03,1,,Routine schiena,,,4,,,,,,
Daniele Conca,2025_03,2,,Routine schiena,,,4,,,,,,
Daniele Conca,2025_03,2,Snatch,Strappo da terra,1.0,6.0,4,1.0,93.0,,Prova a salire,,
Daniele Conca,2025_03,2,Snatch pull,Tirate strappo,2.0,4.0,4,,,,,,
Daniele Conca,2025_03,2,,Routine schiena,,,4,,,,,,
Daniele Conca,2025_03,3,,Routine schiena,,,4,,,,,,
Daniele Conca,2025_03,3,Clean and Jerk,Slancio,1.0,6.0,4,1.0,110.0,,"Prova a salire, Cleanjerk in alternativa",,
Daniele Conca,2025_03,3,Accessory,Stacchi rumeni,4.0,5.0,4,,,,,,
Daniele Conca,2025_03,3,,Routine schiena,,,4,,,,Dammi un feedback sulla schiena alla fine di questa settimana,,
Daniele Conca,2025_03,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,4,,,,,,
Daniele Conca,2025_03,1,,Routine schiena,,,5,,,,,,
Daniele Conca,2025_03,1,Jerk,Spinte dai blocchi,2.0,5.0,5,2.0,100.0,,105-110,,
Daniele Conca,2025_03,1,Snatch,Strappo sosp + strappo sosp bassa,2.0,5.0,5,2.0,80.0,,80-85kg,,
Daniele Conca,2025_03,1,,Routine schiena,,,5,,,,,,
Daniele Conca,2025_03,2,,Routine schiena,,,5,,,,,,
Daniele Conca,2025_03,2,Snatch,Strappo da terra,1.0,6.0,5,0.0,95.0,,Prova a salire,,
Daniele Conca,2025_03,2,Snatch pull,Tirate strappo,2.0,4.0,5,,,,,,
